"Conditions","Conditions"
"Include structured data for product variations like different colors or sizes. This helps search engines understand your complete product offering.","Incluez des données structurées pour les variations de produit comme différentes couleurs ou tailles. Cela aide les moteurs de recherche à comprendre votre offre de produits complète."
"<strong><u>GTIN configuration:</u></strong>","<strong><u>Configuration GTIN :</u></strong>"
"GTIN-8 attribute","Attribut GTIN-8"
"Specify which attribute contains 8-digit GTIN/EAN codes. Important for international product identification.","Spécifiez quel attribut contient les codes GTIN/EAN à 8 chiffres. Important pour l'identification internationale des produits."
"GTIN-12 attribute","Attribut GTIN-12"
"Specify which attribute contains 12-digit GTIN/UPC codes. Standard for North American product identification.","Spécifiez quel attribut contient les codes GTIN/UPC à 12 chiffres. Standard pour l'identification des produits en Amérique du Nord."
"GTIN-13 attribute","Attribut GTIN-13"
"Specify which attribute contains 13-digit GTIN/EAN codes. Common international product identification format.","Spécifiez quel attribut contient les codes GTIN/EAN à 13 chiffres. Format courant d'identification internationale des produits."
"GTIN-14 attribute","Attribut GTIN-14"
"Specify which attribute contains 14-digit GTIN codes. Used for packaging levels in supply chain identification.","Spécifiez quel attribut contient les codes GTIN à 14 chiffres. Utilisé pour les niveaux d'emballage dans l'identification de la chaîne d'approvisionnement."
"Category page","Page de catégorie"
"Control how category pages are represented in search results. These settings help search engines better understand your category structure and improve the display of category information in search results.","Contrôlez comment les pages de catégorie sont représentées dans les résultats de recherche. Ces paramètres aident les moteurs de recherche à mieux comprendre votre structure de catégorie et à améliorer l'affichage des informations de catégorie dans les résultats de recherche."
"Automatically removes incorrect structured data from category pages. Helps maintain clean markup and prevent schema validation issues.","Supprime automatiquement les données structurées incorrectes des pages de catégorie. Aide à maintenir un balisage propre et à prévenir les problèmes de validation de schéma."
"Activates structured data markup for category pages. This enables enhanced search result displays for category listings.","Active le balisage de données structurées pour les pages de catégorie. Cela permet des affichages améliorés des résultats de recherche pour les listes de catégories."
"Category description","Description de catégorie"
"Controls which description field is used in category structured data. Select the source that best represents your category content.","Contrôle quel champ de description est utilisé dans les données structurées de catégorie. Sélectionnez la source qui représente le mieux votre contenu de catégorie."
"Category image","Image de catégorie"
"Includes category thumbnail images in structured data. Helps provide visual context in search and social sharing.","Inclut les images miniatures de catégorie dans les données structurées. Aide à fournir un contexte visuel lors de la recherche et du partage social."
"Product offers","Offres de produit"
"Controls whether and how product information is included in category structured data. This can show available products within categories. Warning: ""Entire category"" mode outputs all products regardless of current page, which violates Google's guidelines requiring structured data to reflect visible page content, may be treated as spammy markup, and can significantly increase page load time for large categories.","Contrôle si et comment les informations produit sont incluses dans les données structurées de catégorie. Cela peut afficher les produits disponibles dans les catégories. Avertissement : le mode ""Catégorie entière"" affiche tous les produits quelle que soit la page actuelle, ce qui viole les directives de Google exigeant que les données structurées reflètent le contenu de la page visible, peut être traité comme du balisage spam et peut augmenter considérablement le temps de chargement pour les grandes catégories."
"Product offers format","Format des offres de produit"
"Determines how product data is formatted within category structured data. ""Aggregate Product"" outputs single Product schema with price range from whole category.","Détermine comment les données produit sont formatées dans les données structurées de catégorie. ""Produit agrégé"" affiche un schéma Produit unique avec une plage de prix de toute la catégorie."
"Brand name","Nom de marque"
"Brand name for aggregate Product schema. Leave empty to use store name or brand name for brand pages.","Nom de marque pour le schéma Produit agrégé. Laissez vide pour utiliser le nom du magasin ou le nom de la marque pour les pages de marque."
"Include aggregate rating","Inclure la note agrégée"
"Include aggregated rating from all products in category for aggregate Product schema.","Inclure la note agrégée de tous les produits de la catégorie pour le schéma Produit agrégé."
"Exclude products with price 0","Exclure les produits avec un prix de 0"
"When enabled, products with price 0 will be excluded from the aggregate offer calculation. This prevents lowPrice from showing 0 when category contains free products.","Lorsqu'il est activé, les produits avec un prix de 0 seront exclus du calcul de l'offre agrégée. Cela empêche lowPrice d'afficher 0 lorsque la catégorie contient des produits gratuits."
"Enable OpenGraph","Activer OpenGraph"
"Activates OpenGraph metadata for category pages. This controls how category pages appear when shared on social media platforms.","Active les métadonnées OpenGraph pour les pages de catégorie. Cela contrôle comment les pages de catégorie apparaissent lorsqu'elles sont partagées sur les plateformes de médias sociaux."
"CMS page","Page CMS"
"Manage rich snippets and OpenGraph data for static content pages. This helps search engines properly interpret your informational pages and improves how they appear when shared on social media.","Gérez les rich snippets et les données OpenGraph pour les pages de contenu statique. Cela aide les moteurs de recherche à interpréter correctement vos pages d'information et améliore leur apparence lorsqu'elles sont partagées sur les médias sociaux."
"Automatically removes incorrect structured data from CMS pages. Helps maintain clean markup on static content pages.","Supprime automatiquement les données structurées incorrectes des pages CMS. Aide à maintenir un balisage propre sur les pages de contenu statique."
"Activates structured data markup for CMS pages. This enables enhanced search result displays with schema.org types like WebPage, Article, BlogPosting, and more.","Active le balisage de données structurées pour les pages CMS. Cela permet des affichages améliorés des résultats de recherche avec des types schema.org comme WebPage, Article, BlogPosting, etc."
"Default schema type","Type de schéma par défaut"
"Select the default schema.org type used for CMS pages when no per-page override is set. Individual pages can override this in the CMS page editor.","Sélectionnez le type schema.org par défaut utilisé pour les pages CMS lorsqu'aucune substitution par page n'est définie. Les pages individuelles peuvent le remplacer dans l'éditeur de page CMS."
"Activates OpenGraph metadata for CMS pages. This improves how static pages appear when shared on social platforms.","Active les métadonnées OpenGraph pour les pages CMS. Cela améliore l'apparence des pages statiques lorsqu'elles sont partagées sur les plateformes sociales."
"Landing page","Page de destination"
"Control how landing pages are represented in search results. These settings help search engines better understand your landing page structure and improve the display of landing page information in search results. Works with Mirasvit Landing Page only.","Contrôlez comment les pages de destination sont représentées dans les résultats de recherche. Ces paramètres aident les moteurs de recherche à mieux comprendre votre structure de page de destination et à améliorer l'affichage des informations de page de destination dans les résultats de recherche. Fonctionne uniquement avec Mirasvit Landing Page."
"Automatically removes incorrect structured data from landing pages. Helps maintain clean markup and prevent schema validation issues.","Supprime automatiquement les données structurées incorrectes des pages de destination. Aide à maintenir un balisage propre et à prévenir les problèmes de validation de schéma."
"Activates structured data markup for landing pages. This enables enhanced search result displays for landing page listings.","Active le balisage de données structurées pour les pages de destination. Cela permet des affichages améliorés des résultats de recherche pour les listes de pages de destination."
"Landing page description","Description de la page de destination"
"Controls which description field is used in landing page structured data. Select the source that best represents your landing page content.","Contrôle quel champ de description est utilisé dans les données structurées de page de destination. Sélectionnez la source qui représente le mieux votre contenu de page de destination."
"Landing page image","Image de la page de destination"
"Includes landing page thumbnail images in structured data. Helps provide visual context in search and social sharing.","Inclut les images miniatures de page de destination dans les données structurées. Aide à fournir un contexte visuel lors de la recherche et du partage social."
"Controls whether and how product information is included in landing page structured data. This can show available products within landing pages. Warning: ""Entire landing page"" mode outputs all products regardless of current page, which violates Google's guidelines requiring structured data to reflect visible page content, may be treated as spammy markup, and can significantly increase page load time for large categories.","Contrôle si et comment les informations produit sont incluses dans les données structurées de page de destination. Cela peut afficher les produits disponibles dans les pages de destination. Avertissement : le mode ""Page de destination entière"" affiche tous les produits quelle que soit la page actuelle, ce qui viole les directives de Google, peut être traité comme du balisage spam et peut augmenter considérablement le temps de chargement."
"Determines how product data is formatted within landing page structured data. ""Aggregate Product"" outputs single Product schema with price range.","Détermine comment les données produit sont formatées dans les données structurées de page de destination. ""Produit agrégé"" affiche un schéma Produit unique avec une plage de prix."
"Brand name for aggregate Product schema. Leave empty to use store name.","Nom de marque pour le schéma Produit agrégé. Laissez vide pour utiliser le nom du magasin."
"Include aggregated rating from all products in landing page for aggregate Product schema.","Inclure la note agrégée de tous les produits de la page de destination pour le schéma Produit agrégé."
"Activates OpenGraph metadata for landing pages. This controls how landing pages appear when shared on social media platforms.","Active les métadonnées OpenGraph pour les pages de destination. Cela contrôle comment les pages de destination apparaissent lorsqu'elles sont partagées sur les plateformes de médias sociaux."
"Organization","Organisation"
"Define structured data about your organization for search engines. This information helps establish your business identity in search results and can enable special features like knowledge panel displays.","Définissez des données structurées sur votre organisation pour les moteurs de recherche. Ces informations aident à établir l'identité de votre entreprise dans les résultats de recherche et peuvent activer des fonctionnalités spéciales comme les panneaux de connaissances."
"Activates structured data about your organization. This helps search engines understand your business identity.","Active les données structurées sur votre organisation. Cela aide les moteurs de recherche à comprendre l'identité de votre entreprise."
"Display scope","Portée d'affichage"
"Choose where organization schema markup should appear on your website.","Choisissez où le balisage de schéma d'organisation doit apparaître sur votre site web."
"CMS pages","Pages CMS"
"Select specific CMS pages where organization schema markup should be displayed.","Sélectionnez des pages CMS spécifiques où le balisage de schéma d'organisation doit être affiché."
"Name","Nom"
"Controls how your organization name is determined. Select default store name or specify a custom business name.","Contrôle comment le nom de votre organisation est déterminé. Sélectionnez le nom du magasin par défaut ou spécifiez un nom d'entreprise personnalisé."
"Name value","Valeur du nom"
"Enter your organization's official name when using custom naming. This should match your legal business name for consistency.","Saisissez le nom officiel de votre organisation lors de l'utilisation d'une dénomination personnalisée. Cela doit correspondre à votre nom commercial légal par souci de cohérence."
"Country","Pays"
"Determines how your organization's country is specified. Important for local business structured data.","Détermine comment le pays de votre organisation est spécifié. Important pour les données structurées des entreprises locales."
"Country value","Valeur du pays"
"Enter your organization's country name when using custom specification.","Saisissez le nom du pays de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Locality address","Adresse de localité"
"Controls how your organization's city/locality is determined. Important for local search visibility.","Contrôle comment la ville/localité de votre organisation est déterminée. Important pour la visibilité dans la recherche locale."
"Locality address value","Valeur de l'adresse de localité"
"Enter your organization's city or locality when using custom specification.","Saisissez la ville ou la localité de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Address region","Région de l'adresse"
"Controls how your organization's state/province/region is determined. Helps with regional search relevance.","Contrôle comment l'état/province/région de votre organisation est déterminé. Aide avec la pertinence de la recherche régionale."
"Region value","Valeur de la région"
"Enter your organization's state, province or region when using custom specification.","Saisissez l'état, la province ou la région de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Postal code","Code postal"
"Controls how your organization's ZIP/postal code is determined. Important for precise location mapping.","Contrôle comment le code postal de votre organisation est déterminé. Important pour la cartographie précise de l'emplacement."
"Postal code value","Valeur du code postal"
"Enter your organization's postal code when using custom specification.","Saisissez le code postal de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Street address","Adresse de rue"
"Controls how your organization's street address is determined. Provides detailed location information.","Contrôle comment l'adresse de rue de votre organisation est déterminée. Fournit des informations détaillées sur l'emplacement."
"Street address value","Valeur de l'adresse de rue"
"Enter your organization's full street address when using custom specification.","Saisissez l'adresse de rue complète de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Telephone number","Numéro de téléphone"
"Controls how your organization's phone contact is determined. Important for customer contact information.","Contrôle comment le contact téléphonique de votre organisation est déterminé. Important pour les informations de contact client."
"Telephone number value","Valeur du numéro de téléphone"
"Enter your organization's primary contact phone number when using custom specification.","Saisissez le numéro de téléphone de contact principal de votre organisation lors de l'utilisation d'une spécification personnalisée."
"Fax number","Numéro de fax"
"Enter your organization's fax number if applicable. Optional contact method for business communications.","Saisissez le numéro de fax de votre organisation si applicable. Méthode de contact optionnelle pour les communications professionnelles."
"Email","E-mail"
"Controls how your organization's email contact is determined. Provides alternative contact information.","Contrôle comment le contact e-mail de votre organisation est déterminé. Fournit des informations de contact alternatives."
"Email value","Valeur de l'e-mail"
"Enter your organization's public contact email address when using custom specification.","Saisissez l'adresse e-mail de contact public de votre organisation lors de l'utilisation d'une spécification personnalisée."
"<strong><u>Social media links:</u></strong>","<strong><u>Liens vers les réseaux sociaux :</u></strong>"
"Enter full URLs to your social media profiles. These establish official connection between your website and social channels, helping search engines verify your online presence.","Saisissez les URLs complètes de vos profils sur les réseaux sociaux. Elles établissent une connexion officielle entre votre site web et vos canaux sociaux, aidant les moteurs de recherche à vérifier votre présence en ligne."
"YouTube channel","Chaîne YouTube"
"Facebook account","Compte Facebook"
"LinkedIn profile","Profil LinkedIn"
"Instagram account","Compte Instagram"
"Pinterest account","Compte Pinterest"
"Tumblr account","Compte Tumblr"
"Twitter account","Compte Twitter"
"Breadcrumbs","Fil d'Ariane"
"Enable structured breadcrumb data to help search engines understand your site navigation hierarchy. This improves site indexing and can enhance how breadcrumb navigation appears in search results.","Activez les données de fil d'Ariane structurées pour aider les moteurs de recherche à comprendre la hiérarchie de navigation de votre site. Cela améliore l'indexation du site et peut améliorer l'affichage de la navigation par fil d'Ariane dans les résultats de recherche."
"Activates structured breadcrumb markup. This helps search engines understand your site hierarchy and may display enhanced breadcrumb navigation in search results.","Active le balisage de fil d'Ariane structuré. Cela aide les moteurs de recherche à comprendre la hiérarchie de votre site et peut afficher une navigation par fil d'Ariane améliorée dans les résultats de recherche."
"Twitter card","Carte Twitter"
"Configure Twitter card metadata to control how your pages appear when shared on Twitter. This helps optimize social sharing with appropriate images and descriptions.","Configurez les métadonnées de carte Twitter pour contrôler comment vos pages apparaissent lorsqu'elles sont partagées sur Twitter. Cela aide à optimiser le partage social avec des images et des descriptions appropriées."
"Add Twitter summary card","Ajouter une carte récapitulative Twitter"
"Controls which type of Twitter card to implement. This determines how your content appears when shared on Twitter.","Contrôle quel type de carte Twitter implémenter. Cela détermine comment votre contenu apparaît lorsqu'il est partagé sur Twitter."
"Twitter username","Nom d'utilisateur Twitter"
"Enter your Twitter handle without the @ symbol. This associates your Twitter account with shared content.","Saisissez votre identifiant Twitter sans le symbole @. Cela associe votre compte Twitter au contenu partagé."
"Search box","Boîte de recherche"
"Enhance your site's appearance in search results by adding a search box directly in the search snippet. This can drive more targeted traffic through custom site searches.","Améliorez l'apparence de votre site dans les résultats de recherche en ajoutant une boîte de recherche directement dans l'extrait de recherche. Cela peut générer un trafic plus ciblé grâce aux recherches personnalisées sur le site."
"Search box type","Type de boîte de recherche"
"Determines whether and what type of site search is featured in search results. This can encourage visitors to search your site directly from search results.","Détermine si et quel type de recherche de site est présenté dans les résultats de recherche. Cela peut encourager les visiteurs à rechercher sur votre site directement depuis les résultats de recherche."
"Path to the blog search","Chemin vers la recherche de blog"
"Enter the URL path for your blog search functionality. Required when enabling blog-specific search in search results.","Saisissez le chemin URL de votre fonctionnalité de recherche de blog. Requis lors de l'activation de la recherche spécifique au blog dans les résultats de recherche."
"Rich snippet","Rich snippet"
"Schema type","Type de schéma"
"Select the schema.org type for this page. Leave as ""Default"" to use the global setting from Stores > Configuration > Rich snippets and OpenGraph > CMS page.","Sélectionnez le type schema.org pour cette page. Laissez sur ""Par défaut"" pour utiliser le paramètre global de Magasins > Configuration > Rich snippets et OpenGraph > Page CMS."
"Rich snippet extender","Extension de rich snippet"
"Back","Retour"
"General","Général"
"Is active","Est actif"
"Entity type","Type d'entité"
"Store view","Vue de magasin"
"Snippet extension","Extension de snippet"
"JSON snippet","Snippet JSON"
"Enclose the JSON snippet in curly braces","Enfermez le snippet JSON dans des accolades"
"Override non-empty fields","Écraser les champs non vides"
"Add extender","Ajouter une extension"
"ID","ID"
Answer Engine (AEO),Moteur de réponses (AEO)
Enable Answer-Engine Optimization,Activer l'optimisation pour les moteurs de réponses
"Make the structured-data graph discoverable to AI answer engines (ChatGPT search, Perplexity, Gemini, Google AI Overviews). When enabled, the emitted JSON-LD nodes carry stable @id values and are cross-referenced into one connected graph, so an answer engine can assemble a single confident entity from the page. When disabled, output is identical to the standard rich-snippet behaviour.","Rendez le graphe de données structurées détectable par les moteurs de réponses IA (recherche ChatGPT, Perplexity, Gemini, Google AI Overviews). Lorsqu'il est activé, les nœuds JSON-LD émis portent des valeurs @id stables et sont reliés entre eux en un seul graphe connecté, afin qu'un moteur de réponses puisse assembler une entité fiable unique à partir de la page. Lorsqu'il est désactivé, la sortie est identique au comportement standard des extraits enrichis."
"Adds stable @id values to each structured-data node and stitches them into one connected graph (Product references its brand and the selling Organization). Off by default; turning it on does not change which entities are emitted, only links them.","Ajoute des valeurs @id stables à chaque nœud de données structurées et les relie en un seul graphe connecté (le produit référence sa marque et l'organisation vendeuse). Désactivé par défaut ; l'activer ne change pas les entités émises, il ne fait que les relier."
"Legal name","Raison sociale"
"Enter your organization's full registered legal name, if it differs from the display name above. Helps search engines distinguish your official business identity.","Saisissez la raison sociale complète et enregistrée de votre organisation, si elle diffère du nom affiché ci-dessus. Aide les moteurs de recherche à identifier votre identité commerciale officielle."
"Founding date","Date de création"
"Enter the date your organization was founded, in YYYY-MM-DD format. Used by search engines for Knowledge Graph and trust signals.","Saisissez la date de création de votre organisation au format AAAA-MM-JJ. Utilisée par les moteurs de recherche pour le Knowledge Graph et les signaux de confiance."
"Number of employees","Nombre d'employés"
"Enter the approximate number of employees in your organization.","Saisissez le nombre approximatif d'employés de votre organisation."
"Area served","Zone desservie"
"Enter the geographic area your organization serves, e.g. ""United States"" or ""Worldwide"".","Saisissez la zone géographique desservie par votre organisation, par exemple « France » ou « Monde entier »."
"<strong><u>Contact points:</u></strong>","<strong><u>Points de contact :</u></strong>"
